txn_id,account_id,txn_date,txn_amount,merchant_category,z_score,is_outlier
SYNTHETIC_TXN_000001,SYNTHETIC_ACCT_0334,2024-12-16,8274.08,UTILITIES,1.1393043810527237,False
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0127,2023-09-26,6848.22,GROCERY,0.6318372249654118,False
SYNTHETIC_TXN_000003,SYNTHETIC_ACCT_0081,2024-03-11,8159.86,RETAIL,1.1020272869783099,False
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0414,2024-10-05,7770.45,UTILITIES,0.9641962143810278,False
SYNTHETIC_TXN_000005,SYNTHETIC_ACCT_0478,2023-09-12,3094.71,DINING,-0.6796876327627069,False
SYNTHETIC_TXN_000006,SYNTHETIC_ACCT_0198,2024-05-07,877.02,RETAIL,-1.511264533259461,False
SYNTHETIC_TXN_000007,SYNTHETIC_ACCT_0245,2024-06-29,2018.7,RETAIL,-1.101597012714034,False
SYNTHETIC_TXN_000008,SYNTHETIC_ACCT_0400,2023-12-14,1490.1,DINING,-1.236554890428368,False
SYNTHETIC_TXN_000009,SYNTHETIC_ACCT_0080,2024-12-10,303.6,UTILITIES,-1.631968458717382,False
SYNTHETIC_TXN_000010,SYNTHETIC_ACCT_0290,2023-10-22,5671.84,TRAVEL,0.25913631629482503,False
SYNTHETIC_TXN_000011,SYNTHETIC_ACCT_0494,2023-12-10,8437.46,GROCERY,1.18608937683045,False
SYNTHETIC_TXN_000012,SYNTHETIC_ACCT_0446,2023-04-29,4868.35,RETAIL,-0.0790608818172183,False
SYNTHETIC_TXN_000013,SYNTHETIC_ACCT_0164,2023-08-01,6406.33,HEALTHCARE,0.5111861163953453,False
SYNTHETIC_TXN_000014,SYNTHETIC_ACCT_0495,2024-01-06,7207.11,TRAVEL,0.7955127703884877,False
SYNTHETIC_TXN_000015,SYNTHETIC_ACCT_0403,2024-11-04,7395.7,DINING,0.8129370589364795,False
SYNTHETIC_TXN_000016,SYNTHETIC_ACCT_0102,2024-09-15,2987.93,HEALTHCARE,-0.6936764201376884,False
SYNTHETIC_TXN_000017,SYNTHETIC_ACCT_0192,2023-02-07,1685.78,GROCERY,-1.1685789984332875,False
SYNTHETIC_TXN_000018,SYNTHETIC_ACCT_0019,2023-12-15,8328.36,UTILITIES,1.1581771076316403,False
SYNTHETIC_TXN_000019,SYNTHETIC_ACCT_0198,2024-02-05,6283.7,TRAVEL,0.4729015153814667,False
SYNTHETIC_TXN_000020,SYNTHETIC_ACCT_0170,2024-08-05,567.27,UTILITIES,-1.540292485669061,False
SYNTHETIC_TXN_000021,SYNTHETIC_ACCT_0080,2024-04-09,5709.9,GROCERY,0.23484475717514053,False
SYNTHETIC_TXN_000022,SYNTHETIC_ACCT_0059,2024-05-29,5134.58,HEALTHCARE,0.06294017360459948,False
SYNTHETIC_TXN_000023,SYNTHETIC_ACCT_0497,2024-09-23,9910.2,GROCERY,1.6997118090230183,False
SYNTHETIC_TXN_000024,SYNTHETIC_ACCT_0427,2023-10-06,2935.25,RETAIL,-0.7727125915488116,False
SYNTHETIC_TXN_000025,SYNTHETIC_ACCT_0484,2024-05-22,1858.21,DINING,-1.1088052152927859,False
SYNTHETIC_TXN_000026,SYNTHETIC_ACCT_0395,2023-04-18,1756.28,RETAIL,-1.1957608333481269,False
SYNTHETIC_TXN_000027,SYNTHETIC_ACCT_0343,2024-12-21,8115.83,GROCERY,1.073919962768161,False
SYNTHETIC_TXN_000028,SYNTHETIC_ACCT_0266,2024-09-30,3352.2,DINING,-0.5903277570444134,False
SYNTHETIC_TXN_000029,SYNTHETIC_ACCT_0447,2024-11-24,2483.4,TRAVEL,-0.8548072514752729,False
SYNTHETIC_TXN_000030,SYNTHETIC_ACCT_0183,2024-01-01,4457.67,RETAIL,-0.22642464166025325,False
SYNTHETIC_TXN_000031,SYNTHETIC_ACCT_0296,2023-08-13,612.09,HEALTHCARE,-1.5310742111500457,False
SYNTHETIC_TXN_000032,SYNTHETIC_ACCT_0011,2024-09-17,885.87,GROCERY,-1.4475499775165994,False
SYNTHETIC_TXN_000033,SYNTHETIC_ACCT_0010,2023-04-28,6989.67,RETAIL,0.6821295609368155,False
SYNTHETIC_TXN_000034,SYNTHETIC_ACCT_0446,2023-08-14,1789.72,DINING,-1.132574130155289,False
SYNTHETIC_TXN_000035,SYNTHETIC_ACCT_0071,2023-05-25,2274.34,HEALTHCARE,-0.9451911221750764,False
SYNTHETIC_TXN_000036,SYNTHETIC_ACCT_0481,2023-07-12,6938.69,UTILITIES,0.6749998426183254,False
SYNTHETIC_TXN_000037,SYNTHETIC_ACCT_0186,2023-06-03,2403.78,DINING,-0.9194694453769466,False
SYNTHETIC_TXN_000038,SYNTHETIC_ACCT_0265,2023-02-21,6801.64,DINING,0.6067732165767394,False
SYNTHETIC_TXN_000039,SYNTHETIC_ACCT_0167,2023-10-28,5047.75,GROCERY,0.003917985663326726,False
SYNTHETIC_TXN_000040,SYNTHETIC_ACCT_0453,2024-04-03,402.68,UTILITIES,-1.597519126561173,False
SYNTHETIC_TXN_000041,SYNTHETIC_ACCT_0267,2024-02-23,2366.53,RETAIL,-0.9767856350326206,False
SYNTHETIC_TXN_000042,SYNTHETIC_ACCT_0490,2023-07-04,9014.2,UTILITIES,1.3966382497997316,False
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0151,2024-10-03,5773.45,HEALTHCARE,0.2881187743285812,False
SYNTHETIC_TXN_000044,SYNTHETIC_ACCT_0333,2024-02-25,5485.74,UTILITIES,0.16982062222708486,False
SYNTHETIC_TXN_000045,SYNTHETIC_ACCT_0171,2023-11-22,5124.49,UTILITIES,0.04421685515572269,False
SYNTHETIC_TXN_000046,SYNTHETIC_ACCT_0166,2024-03-04,4914.07,GROCERY,-0.042703309837238634,False
SYNTHETIC_TXN_000047,SYNTHETIC_ACCT_0447,2024-01-04,6577.18,DINING,0.5288761421127673,False
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0479,2024-06-07,3370.16,HEALTHCARE,-0.5589541502631794,False
SYNTHETIC_TXN_000049,SYNTHETIC_ACCT_0389,2023-01-11,2686.83,HEALTHCARE,-0.7998032952108503,False
SYNTHETIC_TXN_000050,SYNTHETIC_ACCT_0393,2024-07-31,1174.49,UTILITIES,-1.3291668955207634,False
SYNTHETIC_TXN_000051,SYNTHETIC_ACCT_0195,2024-03-07,6926.43,TRAVEL,0.6974517497634453,False
SYNTHETIC_TXN_000052,SYNTHETIC_ACCT_0332,2023-12-08,7870.77,DINING,0.9778063593267462,False
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0075,2024-02-04,3769.99,TRAVEL,-0.40531199521913197,False
SYNTHETIC_TXN_000054,SYNTHETIC_ACCT_0467,2024-02-28,255.76,DINING,-1.6649228619772378,False
SYNTHETIC_TXN_000055,SYNTHETIC_ACCT_0351,2024-01-07,4642.49,HEALTHCARE,-0.11050377842048263,False
SYNTHETIC_TXN_000056,SYNTHETIC_ACCT_0051,2024-07-27,5009.09,UTILITIES,0.004093188110642698,False
SYNTHETIC_TXN_000057,SYNTHETIC_ACCT_0320,2024-09-28,5874.03,HEALTHCARE,0.3235695916479389,False
SYNTHETIC_TXN_000058,SYNTHETIC_ACCT_0423,2023-01-25,1755.86,TRAVEL,-1.108987509938803,False
SYNTHETIC_TXN_000059,SYNTHETIC_ACCT_0418,2024-10-31,5048.87,GROCERY,0.004308588976916103,False
SYNTHETIC_TXN_000060,SYNTHETIC_ACCT_0371,2023-01-04,4114.18,TRAVEL,-0.28506252005548127,False
SYNTHETIC_TXN_000061,SYNTHETIC_ACCT_0008,2023-05-31,1966.51,UTILITIES,-1.0537878073661326,False
SYNTHETIC_TXN_000062,SYNTHETIC_ACCT_0063,2024-09-20,5184.24,RETAIL,0.03428950801626808,False
SYNTHETIC_TXN_000063,SYNTHETIC_ACCT_0240,2023-01-31,8065.99,RETAIL,1.0683440393488521,False
SYNTHETIC_TXN_000064,SYNTHETIC_ACCT_0087,2024-10-28,6286.98,UTILITIES,0.44840543144025635,False
SYNTHETIC_TXN_000065,SYNTHETIC_ACCT_0028,2023-10-08,3959.93,RETAIL,-0.4050280258627277,False
SYNTHETIC_TXN_000066,SYNTHETIC_ACCT_0477,2024-02-25,1735.32,DINING,-1.151453221533887,False
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0487,2024-05-19,6772.81,UTILITIES,0.6173246789316889,False
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0012,2023-12-09,2433.91,TRAVEL,-0.8720975461550983,False
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_0288,2023-11-15,3350.15,TRAVEL,-0.551991270191406,False
SYNTHETIC_TXN_000070,SYNTHETIC_ACCT_0284,2023-10-12,1911.96,GROCERY,-1.089698054265739,False
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_0080,2024-08-23,1298.66,UTILITIES,-1.2859939688570925,False
SYNTHETIC_TXN_000072,SYNTHETIC_ACCT_0082,2023-05-17,2164.77,HEALTHCARE,-0.9838105897996741,False
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0117,2023-05-01,6753.02,TRAVEL,0.6368675913389453,False
SYNTHETIC_TXN_000074,SYNTHETIC_ACCT_0262,2024-09-29,8723.9,UTILITIES,1.2957032364272292,False
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0075,2024-05-08,3899.35,GROCERY,-0.39658991194924914,False
SYNTHETIC_TXN_000076,SYNTHETIC_ACCT_0288,2024-10-25,8051.8,GROCERY,1.0515893108314376,False
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0367,2023-03-29,3558.99,DINING,-0.5185629168572764,False
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0410,2023-01-11,3514.29,HEALTHCARE,-0.508153530853366,False
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0464,2024-05-21,1816.58,UTILITIES,-1.105917282236747,False
SYNTHETIC_TXN_000080,SYNTHETIC_ACCT_0102,2024-02-17,1561.9,UTILITIES,-1.194467503406946,False
SYNTHETIC_TXN_000081,SYNTHETIC_ACCT_0131,2024-09-08,6701.33,RETAIL,0.5786649010723451,False
SYNTHETIC_TXN_000082,SYNTHETIC_ACCT_0357,2024-05-30,2444.58,TRAVEL,-0.8683697739943843,False
SYNTHETIC_TXN_000083,SYNTHETIC_ACCT_0383,2023-10-24,2208.01,TRAVEL,-0.9510201076457535,False
SYNTHETIC_TXN_000084,SYNTHETIC_ACCT_0425,2023-01-16,6259.48,HEALTHCARE,0.45942679522465835,False
SYNTHETIC_TXN_000085,SYNTHETIC_ACCT_0399,2023-06-08,7619.22,HEALTHCARE,0.9386860350518956,False
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0327,2023-12-31,2602.77,GROCERY,-0.848776022961539,False
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0071,2023-01-09,7069.72,GROCERY,0.70908600528689,False
SYNTHETIC_TXN_000088,SYNTHETIC_ACCT_0480,2024-08-08,6980.5,HEALTHCARE,0.7135603039103149,False
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0218,2023-09-16,1692.12,UTILITIES,-1.1491910396061633,False
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0185,2024-06-13,433.98,TRAVEL,-1.5708120145128068,False
