txn_id,account_id,txn_date,txn_amount,merchant_category,z_score,is_outlier
SYNTHETIC_TXN_000001,SYNTHETIC_ACCT_0042,2024-06-30,7805.1,DINING,1.066290750889831,False
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,2024-08-04,7940.21,RETAIL,1.0245035026022524,False
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,2024-08-04,7940.21,RETAIL,1.0245035026022524,False
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,2024-08-04,7940.21,RETAIL,1.0245035026022524,False
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,2024-08-04,7940.21,RETAIL,1.0245035026022524,False
SYNTHETIC_TXN_000003,SYNTHETIC_ACCT_0052,2024-08-16,1516.98,RETAIL,-1.13374769227538,False
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,2024-08-07,2351.34,HEALTHCARE,-1.1000666123920921,False
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,2024-08-07,2351.34,HEALTHCARE,-1.1000666123920921,False
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,2024-08-07,2351.34,HEALTHCARE,-1.1000666123920921,False
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,2024-08-07,2351.34,HEALTHCARE,-1.1000666123920921,False
SYNTHETIC_TXN_000005,SYNTHETIC_ACCT_0045,2024-09-10,8146.52,RETAIL,1.093825137358474,False
SYNTHETIC_TXN_000006,SYNTHETIC_ACCT_0001,2024-04-06,6046.93,UTILITIES,0.36690527887665364,False
SYNTHETIC_TXN_000007,SYNTHETIC_ACCT_0054,2024-12-28,6026.54,HEALTHCARE,0.21146809246021436,False
SYNTHETIC_TXN_000008,SYNTHETIC_ACCT_0093,2023-05-01,3256.4,HEALTHCARE,-0.7770862031698379,False
SYNTHETIC_TXN_000009,SYNTHETIC_ACCT_0027,2023-06-14,4273.71,HEALTHCARE,-0.41404817242503494,False
SYNTHETIC_TXN_000009,SYNTHETIC_ACCT_0027,2023-06-14,4273.71,HEALTHCARE,-0.41404817242503494,False
SYNTHETIC_TXN_000010,SYNTHETIC_ACCT_0098,2023-12-23,6253.81,GROCERY,0.329821327545621,False
SYNTHETIC_TXN_000011,SYNTHETIC_ACCT_0013,2024-04-15,8927.62,RETAIL,1.3562803208594416,False
SYNTHETIC_TXN_000011,SYNTHETIC_ACCT_0013,2024-04-15,8927.62,RETAIL,1.3562803208594416,False
SYNTHETIC_TXN_000012,SYNTHETIC_ACCT_0034,2024-08-30,5537.17,UTILITIES,0.18566085292162757,False
SYNTHETIC_TXN_000013,SYNTHETIC_ACCT_0098,2024-09-27,3084.13,RETAIL,-0.6071740898895894,False
SYNTHETIC_TXN_000014,SYNTHETIC_ACCT_0050,2024-06-30,8847.96,HEALTHCARE,1.218322208417004,False
SYNTHETIC_TXN_000015,SYNTHETIC_ACCT_0001,2023-07-02,1296.43,GROCERY,-1.4424148132490513,False
SYNTHETIC_TXN_000016,SYNTHETIC_ACCT_0040,2024-04-03,238.28,DINING,-1.5399410029014327,False
SYNTHETIC_TXN_000017,SYNTHETIC_ACCT_0071,2024-02-20,3382.18,GROCERY,-0.6967706361509699,False
SYNTHETIC_TXN_000018,SYNTHETIC_ACCT_0055,2023-02-18,7991.57,GROCERY,0.9510609896307038,False
SYNTHETIC_TXN_000019,SYNTHETIC_ACCT_0075,2023-01-03,4007.19,DINING,-0.24181934556302218,False
SYNTHETIC_TXN_000020,SYNTHETIC_ACCT_0012,2024-11-30,9389.24,HEALTHCARE,1.411483806436828,False
SYNTHETIC_TXN_000021,SYNTHETIC_ACCT_0013,2023-09-05,507.62,HEALTHCARE,-1.758017952735555,False
SYNTHETIC_TXN_000022,SYNTHETIC_ACCT_0052,2024-05-24,6580.76,RETAIL,0.567718584908756,False
SYNTHETIC_TXN_000023,SYNTHETIC_ACCT_0039,2024-06-26,4208.02,DINING,-0.17264768255083204,False
SYNTHETIC_TXN_000024,SYNTHETIC_ACCT_0019,2023-09-24,5968.16,RETAIL,0.36188060588853743,False
SYNTHETIC_TXN_000025,SYNTHETIC_ACCT_0097,2023-06-04,6478.9,UTILITIES,0.5204915835686508,False
SYNTHETIC_TXN_000026,SYNTHETIC_ACCT_0075,2024-07-03,8022.26,HEALTHCARE,0.9236622699656142,False
SYNTHETIC_TXN_000027,SYNTHETIC_ACCT_0018,2023-07-12,7128.15,DINING,0.8331295833545919,False
SYNTHETIC_TXN_000028,SYNTHETIC_ACCT_0081,2024-04-02,7854.22,HEALTHCARE,0.8636953860400097,False
SYNTHETIC_TXN_000029,SYNTHETIC_ACCT_0092,2023-12-20,6908.55,GROCERY,0.5638872839225586,False
SYNTHETIC_TXN_000029,SYNTHETIC_ACCT_0092,2023-12-20,6908.55,GROCERY,0.5638872839225586,False
SYNTHETIC_TXN_000030,SYNTHETIC_ACCT_0088,2024-04-20,7443.52,UTILITIES,0.8634608203952698,False
SYNTHETIC_TXN_000031,SYNTHETIC_ACCT_0020,2024-05-15,9871.49,DINING,1.778015257844764,False
SYNTHETIC_TXN_000032,SYNTHETIC_ACCT_0051,2024-10-02,6378.69,HEALTHCARE,0.33713661289821484,False
SYNTHETIC_TXN_000032,SYNTHETIC_ACCT_0051,2024-10-02,6378.69,HEALTHCARE,0.33713661289821484,False
SYNTHETIC_TXN_000033,SYNTHETIC_ACCT_0092,2023-06-19,3651.38,HEALTHCARE,-0.6361333359183784,False
SYNTHETIC_TXN_000033,SYNTHETIC_ACCT_0092,2023-06-19,3651.38,HEALTHCARE,-0.6361333359183784,False
SYNTHETIC_TXN_000034,SYNTHETIC_ACCT_0017,2023-10-20,2023.34,DINING,-0.9251146882246419,False
SYNTHETIC_TXN_000035,SYNTHETIC_ACCT_0035,2024-01-12,3564.61,RETAIL,-0.4457293752966502,False
SYNTHETIC_TXN_000036,SYNTHETIC_ACCT_0067,2023-08-08,4860.68,HEALTHCARE,-0.2045816057872578,False
SYNTHETIC_TXN_000037,SYNTHETIC_ACCT_0090,2023-07-29,4883.02,TRAVEL,0.02724315445947942,False
SYNTHETIC_TXN_000038,SYNTHETIC_ACCT_0016,2023-03-12,1900.22,DINING,-0.9675207786994755,False
SYNTHETIC_TXN_000039,SYNTHETIC_ACCT_0054,2023-12-12,9361.8,DINING,1.6024632739744105,False
SYNTHETIC_TXN_000040,SYNTHETIC_ACCT_0024,2024-06-05,4443.93,RETAIL,-0.15027156969420405,False
SYNTHETIC_TXN_000040,SYNTHETIC_ACCT_0024,2024-06-05,4443.93,RETAIL,-0.15027156969420405,False
SYNTHETIC_TXN_000041,SYNTHETIC_ACCT_0078,2023-04-11,2263.91,RETAIL,-0.8827738730302417,False
SYNTHETIC_TXN_000042,SYNTHETIC_ACCT_0061,2024-06-13,8488.12,GROCERY,1.128574889253407,False
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0058,2024-10-11,9100.18,TRAVEL,1.4282591148188764,False
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0058,2024-10-11,9100.18,TRAVEL,1.4282591148188764,False
SYNTHETIC_TXN_000044,SYNTHETIC_ACCT_0079,2024-08-21,3827.69,UTILITIES,-0.4221422726307851,False
SYNTHETIC_TXN_000045,SYNTHETIC_ACCT_0066,2024-07-05,6095.14,TRAVEL,0.4299310927570143,False
SYNTHETIC_TXN_000046,SYNTHETIC_ACCT_0075,2024-08-15,631.78,HEALTHCARE,-1.7137101194327518,False
SYNTHETIC_TXN_000047,SYNTHETIC_ACCT_0039,2023-04-14,1603.1,GROCERY,-1.3327819714460218,False
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0097,2023-09-30,9294.59,UTILITIES,1.5216060643386353,False
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0097,2023-09-30,9294.59,UTILITIES,1.5216060643386353,False
SYNTHETIC_TXN_000049,SYNTHETIC_ACCT_0086,2024-01-11,3257.87,RETAIL,-0.5487962079519911,False
SYNTHETIC_TXN_000050,SYNTHETIC_ACCT_0023,2024-05-03,5562.62,HEALTHCARE,0.04591324366965,False
SYNTHETIC_TXN_000051,SYNTHETIC_ACCT_0040,2023-11-18,7648.33,HEALTHCARE,0.7902213219395412,False
SYNTHETIC_TXN_000052,SYNTHETIC_ACCT_0077,2023-02-12,5694.98,TRAVEL,0.29699078537066487,False
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0026,2024-09-01,1686.68,HEALTHCARE,-1.3372576923134933,False
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0026,2024-09-01,1686.68,HEALTHCARE,-1.3372576923134933,False
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0026,2024-09-01,1686.68,HEALTHCARE,-1.3372576923134933,False
SYNTHETIC_TXN_000054,SYNTHETIC_ACCT_0064,2023-06-15,6270.46,GROCERY,0.33577361115999604,False
SYNTHETIC_TXN_000055,SYNTHETIC_ACCT_0010,2024-07-29,2515.0,GROCERY,-1.0067827265241758,False
SYNTHETIC_TXN_000056,SYNTHETIC_ACCT_0012,2023-09-12,3024.94,GROCERY,-0.8244819753941767,False
SYNTHETIC_TXN_000057,SYNTHETIC_ACCT_0098,2023-10-07,244.01,GROCERY,-1.818649186909156,False
SYNTHETIC_TXN_000058,SYNTHETIC_ACCT_0045,2024-04-15,1244.23,HEALTHCARE,-1.4951507403549342,False
SYNTHETIC_TXN_000059,SYNTHETIC_ACCT_0045,2024-04-29,4502.1,GROCERY,-0.2964053829731279,False
SYNTHETIC_TXN_000060,SYNTHETIC_ACCT_0019,2023-12-17,6752.57,DINING,0.7037689639545107,False
SYNTHETIC_TXN_000061,SYNTHETIC_ACCT_0099,2023-01-08,7024.57,RETAIL,0.7168419173752317,False
SYNTHETIC_TXN_000062,SYNTHETIC_ACCT_0020,2024-02-07,3438.89,UTILITIES,-0.5603795466642796,False
SYNTHETIC_TXN_000063,SYNTHETIC_ACCT_0007,2023-08-16,2595.21,GROCERY,-0.9781080917668764,False
SYNTHETIC_TXN_000064,SYNTHETIC_ACCT_0083,2023-06-04,4013.11,DINING,-0.23978032626793594,False
SYNTHETIC_TXN_000065,SYNTHETIC_ACCT_0042,2023-03-08,750.61,DINING,-1.3634797266427297,False
SYNTHETIC_TXN_000066,SYNTHETIC_ACCT_0054,2023-04-07,7656.71,DINING,1.015180941228033,False
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0055,2023-04-05,5175.95,UTILITIES,0.05722960774061192,False
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0089,2023-06-30,724.04,DINING,-1.372631203445169,False
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_0051,2024-06-17,6488.63,GROCERY,0.41376818870643667,False
SYNTHETIC_TXN_000070,SYNTHETIC_ACCT_0061,2024-04-22,5388.67,GROCERY,0.020538525975617606,False
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_0047,2023-12-19,4380.24,RETAIL,-0.17167186496648257,False
SYNTHETIC_TXN_000072,SYNTHETIC_ACCT_0044,2023-03-15,1712.83,TRAVEL,-1.025950650701282,False
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0026,2023-02-08,2816.93,HEALTHCARE,-0.9339158061142881,False
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0026,2023-02-08,2816.93,HEALTHCARE,-0.9339158061142881,False
SYNTHETIC_TXN_000074,SYNTHETIC_ACCT_0021,2023-03-17,5242.3,GROCERY,-0.03178794565417797,False
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0064,2024-05-12,2091.91,HEALTHCARE,-1.1926470021613111,False
SYNTHETIC_TXN_000076,SYNTHETIC_ACCT_0075,2024-10-27,3785.27,RETAIL,-0.37158603796298817,False
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0044,2023-06-30,6720.56,RETAIL,0.6146923842346238,False
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,2023-05-14,3272.91,HEALTHCARE,-0.7711944318438935,False
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,2023-05-14,3272.91,HEALTHCARE,-0.7711944318438935,False
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,2024-12-13,7817.41,DINING,1.0705306710794442,False
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,2024-12-13,7817.41,DINING,1.0705306710794442,False
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,2024-12-13,7817.41,DINING,1.0705306710794442,False
SYNTHETIC_TXN_000080,SYNTHETIC_ACCT_0013,2024-06-20,6474.15,GROCERY,0.40859166818174264,False
SYNTHETIC_TXN_000081,SYNTHETIC_ACCT_0028,2023-08-10,5526.58,HEALTHCARE,0.03305198148993813,False
SYNTHETIC_TXN_000082,SYNTHETIC_ACCT_0009,2024-08-07,3510.21,RETAIL,-0.4640081641616517,False
SYNTHETIC_TXN_000083,SYNTHETIC_ACCT_0029,2024-02-22,851.32,UTILITIES,-1.4803862935028833,False
SYNTHETIC_TXN_000084,SYNTHETIC_ACCT_0048,2024-02-16,9706.25,UTILITIES,1.6679711780953952,False
SYNTHETIC_TXN_000085,SYNTHETIC_ACCT_0011,2023-11-22,6917.18,UTILITIES,0.6763213995753381,False
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0080,2024-09-12,4368.65,RETAIL,-0.17556618781474304,False
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0090,2023-02-21,7350.37,HEALTHCARE,0.6838910866713127,False
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0090,2023-02-21,7350.37,HEALTHCARE,0.6838910866713127,False
SYNTHETIC_TXN_000088,SYNTHETIC_ACCT_0090,2023-03-16,5670.52,UTILITIES,0.23307325130734396,False
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0058,2024-04-07,899.58,RETAIL,-1.3411985056072162,False
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0058,2024-04-07,899.58,RETAIL,-1.3411985056072162,False
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0086,2023-05-02,9903.2,UTILITIES,1.737996463900171,False
SYNTHETIC_TXN_000091,SYNTHETIC_ACCT_0074,2023-09-23,1692.38,HEALTHCARE,-1.3352235859199209,False
SYNTHETIC_TXN_000092,SYNTHETIC_ACCT_0032,2023-07-01,2346.36,TRAVEL,-0.815480656352837,False
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,2023-09-16,4804.6,HEALTHCARE,-0.22459435781384607,False
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,2023-09-16,4804.6,HEALTHCARE,-0.22459435781384607,False
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,2023-09-16,4804.6,HEALTHCARE,-0.22459435781384607,False
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_0013,2024-08-13,8385.95,TRAVEL,1.1909791374484442,False
SYNTHETIC_TXN_000095,SYNTHETIC_ACCT_0073,2023-03-26,8870.01,DINING,1.433076568040213,False
SYNTHETIC_TXN_000096,SYNTHETIC_ACCT_0060,2023-02-05,2153.2,GROCERY,-1.1361242407392476,False
SYNTHETIC_TXN_000097,SYNTHETIC_ACCT_0011,2023-09-29,8221.05,HEALTHCARE,0.9946026225933865,False
SYNTHETIC_TXN_000098,SYNTHETIC_ACCT_0092,2024-02-29,4358.35,TRAVEL,-0.14706160132919469,False
SYNTHETIC_TXN_000099,SYNTHETIC_ACCT_0029,2023-10-25,398.54,GROCERY,-1.7634055600665495,False
SYNTHETIC_TXN_000100,SYNTHETIC_ACCT_0003,2023-06-19,1477.66,UTILITIES,-1.2576920182504685,False
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_0062,2023-07-26,9470.14,UTILITIES,1.5840226112948592,False
SYNTHETIC_TXN_000102,SYNTHETIC_ACCT_0013,2024-05-28,6931.58,TRAVEL,0.7078114174027506,False
SYNTHETIC_TXN_000103,SYNTHETIC_ACCT_0069,2023-08-08,2000.59,GROCERY,-1.1906814781200161,False
SYNTHETIC_TXN_000104,SYNTHETIC_ACCT_0064,2024-08-08,8953.51,TRAVEL,1.3795327181666477,False
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_0042,2024-12-08,8898.13,HEALTHCARE,1.2362259132881512,False
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_0053,2023-08-30,8509.64,UTILITIES,1.2425182344708587,False
SYNTHETIC_TXN_000107,SYNTHETIC_ACCT_0073,2024-06-12,3765.77,GROCERY,-0.5596393165330611,False
SYNTHETIC_TXN_000108,SYNTHETIC_ACCT_0100,2024-03-13,7433.67,DINING,0.9383595115699199,False
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_0056,2023-03-07,142.23,DINING,-1.5730234021063367,False
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_0064,2023-10-16,9643.99,RETAIL,1.5969857616539465,False
SYNTHETIC_TXN_000111,SYNTHETIC_ACCT_0090,2023-04-20,53.02,GROCERY,-1.8869270636364541,False
SYNTHETIC_TXN_000112,SYNTHETIC_ACCT_0097,2023-08-31,1622.25,UTILITIES,-1.2062832542265411,False
SYNTHETIC_TXN_000113,SYNTHETIC_ACCT_0084,2024-10-19,598.7,TRAVEL,-1.3960845588089221,False
SYNTHETIC_TXN_000114,SYNTHETIC_ACCT_0066,2024-04-04,4596.55,TRAVEL,-0.06792730200035535,False
SYNTHETIC_TXN_000115,SYNTHETIC_ACCT_0025,2024-04-24,2149.74,DINING,-0.8815788708430715,False
SYNTHETIC_TXN_000116,SYNTHETIC_ACCT_0064,2024-06-12,3381.18,RETAIL,-0.507363166500827,False
SYNTHETIC_TXN_000117,SYNTHETIC_ACCT_0046,2024-11-14,8649.31,UTILITIES,1.2921776996567078,False
SYNTHETIC_TXN_000118,SYNTHETIC_ACCT_0025,2024-04-20,3348.33,HEALTHCARE,-0.7442799925099902,False
SYNTHETIC_TXN_000119,SYNTHETIC_ACCT_0072,2023-08-15,2247.52,HEALTHCARE,-1.1371158976167783,False
