txn_id,account_id,txn_date,txn_amount,merchant_category,z_score,is_outlier
SYNTHETIC_TXN_000001,SYNTHETIC_ACCT_0030,2024-10-21,6600.33,TRAVEL,0.6350406391953658,False
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0069,2024-07-02,276.01,TRAVEL,-1.6282679624724494,False
SYNTHETIC_TXN_000003,SYNTHETIC_ACCT_0094,2023-12-03,4363.94,RETAIL,-0.26118417922244613,False
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0067,2023-02-14,5384.52,HEALTHCARE,0.10856536659737312,False
SYNTHETIC_TXN_000006,SYNTHETIC_ACCT_0071,2023-02-07,,DINING,,False
SYNTHETIC_TXN_000007,SYNTHETIC_ACCT_0039,2024-02-06,4298.88,HEALTHCARE,-0.27446903341342577,False
SYNTHETIC_TXN_000008,,2023-02-26,9011.8,GROCERY,1.3199040798352608,False
SYNTHETIC_TXN_000009,SYNTHETIC_ACCT_0043,2023-02-12,,GROCERY,,False
SYNTHETIC_TXN_000010,,2024-10-18,,UTILITIES,,False
SYNTHETIC_TXN_000011,SYNTHETIC_ACCT_0092,2023-01-27,4943.77,HEALTHCARE,-0.04693959987840113,False
SYNTHETIC_TXN_000012,,2024-04-20,6959.11,UTILITIES,0.49116458010478925,False
SYNTHETIC_TXN_000013,SYNTHETIC_ACCT_0068,2023-04-14,5954.52,DINING,0.14502207914112739,False
SYNTHETIC_TXN_000014,SYNTHETIC_ACCT_0061,2023-07-17,7517.76,TRAVEL,0.9633648243137825,False
SYNTHETIC_TXN_000015,,2024-10-10,2717.16,UTILITIES,-0.9650314183334824,False
SYNTHETIC_TXN_000016,SYNTHETIC_ACCT_0091,2023-11-02,4148.68,DINING,-0.4606250175036144,False
SYNTHETIC_TXN_000017,SYNTHETIC_ACCT_0099,2023-12-08,6955.23,UTILITIES,0.4898326359578897,False
