account_id,balance_date,closing_balance,day_over_day_change
SYNTHETIC_ACCT_0001,2024-10-03,28996.56,28996.56
SYNTHETIC_ACCT_0001,2024-10-04,29585.2,588.6399999999994
SYNTHETIC_ACCT_0001,2024-10-05,29215.46,-369.7400000000016
SYNTHETIC_ACCT_0001,2024-10-06,29925.41,709.9500000000007
SYNTHETIC_ACCT_0001,2024-10-07,30059.82,134.40999999999985
SYNTHETIC_ACCT_0001,2024-10-08,29894.65,-165.16999999999825
SYNTHETIC_ACCT_0001,2024-10-09,29704.9,-189.75
SYNTHETIC_ACCT_0001,2024-10-10,30258.87,553.9699999999975
SYNTHETIC_ACCT_0001,2024-10-11,31022.29,763.4200000000019
SYNTHETIC_ACCT_0001,2024-10-12,31489.71,467.41999999999825
SYNTHETIC_ACCT_0001,2024-10-13,31243.95,-245.7599999999984
SYNTHETIC_ACCT_0001,2024-10-14,31441.43,197.47999999999956
SYNTHETIC_ACCT_0001,2024-10-15,31564.85,123.41999999999825
SYNTHETIC_ACCT_0001,2024-10-16,31799.03,234.1800000000003
SYNTHETIC_ACCT_0001,2024-10-17,31726.78,-72.25
SYNTHETIC_ACCT_0001,2024-10-18,31439.82,-286.9599999999991
SYNTHETIC_ACCT_0001,2024-10-19,31471.18,31.360000000000582
SYNTHETIC_ACCT_0001,2024-10-20,30978.43,-492.75
SYNTHETIC_ACCT_0001,2024-10-21,31764.46,786.0299999999988
SYNTHETIC_ACCT_0001,2024-10-22,32017.01,252.54999999999927
SYNTHETIC_ACCT_0001,2024-10-23,32606.31,589.3000000000029
SYNTHETIC_ACCT_0001,2024-10-24,33286.07,679.7599999999984
SYNTHETIC_ACCT_0001,2024-10-25,34238.94,952.8700000000026
SYNTHETIC_ACCT_0001,2024-10-26,34714.68,475.73999999999796
SYNTHETIC_ACCT_0001,2024-10-27,35223.45,508.7699999999968
SYNTHETIC_ACCT_0001,2024-10-28,34965.56,-257.8899999999994
SYNTHETIC_ACCT_0001,2024-10-29,35585.96,620.4000000000015
SYNTHETIC_ACCT_0001,2024-10-30,36274.72,688.760000000002
SYNTHETIC_ACCT_0001,2024-10-31,36990.97,716.25
SYNTHETIC_ACCT_0001,2024-11-01,36741.35,-249.62000000000262
SYNTHETIC_ACCT_0001,2024-11-02,36978.19,236.84000000000378
SYNTHETIC_ACCT_0001,2024-11-03,37390.23,412.0400000000009
SYNTHETIC_ACCT_0001,2024-11-04,38168.07,777.8399999999965
