account_id,balance_date,closing_balance,day_over_day_change
SYNTHETIC_ACCT_0001,2024-10-03,10713.5,10713.5
SYNTHETIC_ACCT_0001,2024-10-04,11592.17,878.6700000000001
SYNTHETIC_ACCT_0001,2024-10-06,11221.72,-370.4500000000007
SYNTHETIC_ACCT_0001,2024-10-08,12539.73,1318.0100000000002
SYNTHETIC_ACCT_0001,2024-10-09,12772.14,232.40999999999985
SYNTHETIC_ACCT_0001,2024-10-10,13164.99,392.85000000000036
SYNTHETIC_ACCT_0001,2024-10-11,13237.31,72.31999999999971
SYNTHETIC_ACCT_0001,2024-10-12,13259.21,21.899999999999636
SYNTHETIC_ACCT_0001,2024-10-13,14063.89,804.6800000000003
SYNTHETIC_ACCT_0001,2024-10-14,14956.87,892.9800000000014
SYNTHETIC_ACCT_0001,2024-10-16,,
SYNTHETIC_ACCT_0001,2024-10-17,15860.86,
SYNTHETIC_ACCT_0001,2024-10-18,15693.99,-166.8700000000008
SYNTHETIC_ACCT_0001,2024-10-19,15698.24,4.25
SYNTHETIC_ACCT_0001,2024-10-21,,
SYNTHETIC_ACCT_0001,2024-10-22,16918.45,
SYNTHETIC_ACCT_0001,2024-10-24,,
SYNTHETIC_ACCT_0001,2024-10-25,17450.24,
SYNTHETIC_ACCT_0001,2024-10-26,,
SYNTHETIC_ACCT_0001,2024-10-27,18357.68,
SYNTHETIC_ACCT_0001,2024-10-28,18518.38,160.70000000000073
SYNTHETIC_ACCT_0001,2024-10-29,,
SYNTHETIC_ACCT_0001,2024-10-30,,
SYNTHETIC_ACCT_0001,2024-10-31,,
SYNTHETIC_ACCT_0001,2024-11-01,17844.33,
SYNTHETIC_ACCT_0001,2024-11-02,17650.03,-194.3000000000029
SYNTHETIC_ACCT_0001,2024-11-03,18084.59,434.5600000000013
SYNTHETIC_ACCT_0001,2024-11-04,18149.5,64.90999999999985
SYNTHETIC_ACCT_0001,2024-11-05,17904.98,-244.52000000000044
SYNTHETIC_ACCT_0001,2024-11-06,17811.9,-93.07999999999811
SYNTHETIC_ACCT_0001,2024-11-07,17894.87,82.96999999999753
SYNTHETIC_ACCT_0001,2024-11-09,18771.07,876.2000000000007
SYNTHETIC_ACCT_0001,2024-11-10,19626.88,855.8100000000013
SYNTHETIC_ACCT_0001,2024-11-11,19406.51,-220.37000000000262
SYNTHETIC_ACCT_0001,2024-11-12,18966.14,-440.369999999999
SYNTHETIC_ACCT_0001,2024-11-13,19056.24,90.10000000000218
SYNTHETIC_ACCT_0001,2024-11-14,19089.31,33.06999999999971
SYNTHETIC_ACCT_0001,2024-11-16,,
SYNTHETIC_ACCT_0001,2024-11-17,20762.4,
SYNTHETIC_ACCT_0001,2024-11-19,22056.85,1294.449999999997
SYNTHETIC_ACCT_0001,2024-11-20,21785.97,-270.8799999999974
SYNTHETIC_ACCT_0001,2024-11-21,21959.72,173.75
SYNTHETIC_ACCT_0001,2024-11-22,22271.75,312.02999999999884
SYNTHETIC_ACCT_0001,2024-11-23,22804.55,532.7999999999993
SYNTHETIC_ACCT_0001,2024-11-24,,
SYNTHETIC_ACCT_0001,2024-11-25,24673.75,
SYNTHETIC_ACCT_0001,2024-11-26,,
SYNTHETIC_ACCT_0001,2024-11-27,25098.1,
SYNTHETIC_ACCT_0001,2024-11-28,25053.12,-44.97999999999956
SYNTHETIC_ACCT_0001,2024-11-29,25953.0,899.880000000001
SYNTHETIC_ACCT_0001,2024-12-01,25550.61,-402.3899999999994
SYNTHETIC_ACCT_0001,2024-12-03,25098.11,-452.5
SYNTHETIC_ACCT_0001,2024-12-04,25159.05,60.93999999999869
SYNTHETIC_ACCT_0001,2024-12-05,24904.73,-254.3199999999997
SYNTHETIC_ACCT_0001,2024-12-06,25792.88,888.1500000000015
SYNTHETIC_ACCT_0001,2024-12-08,27230.23,1437.3499999999985
SYNTHETIC_ACCT_0001,2024-12-09,28061.61,831.380000000001
SYNTHETIC_ACCT_0001,2024-12-10,28664.61,603.0
SYNTHETIC_ACCT_0001,2024-12-11,29573.32,908.7099999999991
SYNTHETIC_ACCT_0001,2024-12-12,30386.99,813.6700000000019
SYNTHETIC_ACCT_0001,2024-12-13,30572.34,185.34999999999854
SYNTHETIC_ACCT_0001,2024-12-14,30850.39,278.0499999999993
SYNTHETIC_ACCT_0001,2024-12-15,30931.49,81.10000000000218
SYNTHETIC_ACCT_0001,2024-12-16,30868.26,-63.2300000000032
SYNTHETIC_ACCT_0001,2024-12-17,31060.28,192.02000000000044
SYNTHETIC_ACCT_0001,2024-12-18,31595.21,534.9300000000003
SYNTHETIC_ACCT_0001,2024-12-19,,
SYNTHETIC_ACCT_0001,2024-12-20,,
SYNTHETIC_ACCT_0001,2024-12-23,34349.27,
SYNTHETIC_ACCT_0001,2024-12-24,33986.06,-363.2099999999991
SYNTHETIC_ACCT_0001,2024-12-25,34271.79,285.7300000000032
SYNTHETIC_ACCT_0001,2024-12-26,34689.9,418.1100000000006
SYNTHETIC_ACCT_0001,2024-12-27,35342.29,652.3899999999994
SYNTHETIC_ACCT_0001,2024-12-28,35085.48,-256.8099999999977
SYNTHETIC_ACCT_0001,2024-12-29,35214.85,129.36999999999534
SYNTHETIC_ACCT_0001,2024-12-30,35148.02,-66.83000000000175
SYNTHETIC_ACCT_0001,2024-12-31,,
SYNTHETIC_ACCT_0002,2024-10-04,42911.11,42911.11
SYNTHETIC_ACCT_0002,2024-10-05,42530.22,-380.8899999999994
SYNTHETIC_ACCT_0002,2024-10-06,42447.39,-82.83000000000175
SYNTHETIC_ACCT_0002,2024-10-07,42020.77,-426.6200000000026
SYNTHETIC_ACCT_0002,2024-10-09,,
SYNTHETIC_ACCT_0002,2024-10-10,42677.09,
SYNTHETIC_ACCT_0002,2024-10-11,43035.51,358.42000000000553
SYNTHETIC_ACCT_0002,2024-10-13,,
SYNTHETIC_ACCT_0002,2024-10-15,44435.53,
SYNTHETIC_ACCT_0002,2024-10-16,,
SYNTHETIC_ACCT_0002,2024-10-17,44844.89,
SYNTHETIC_ACCT_0002,2024-10-18,45431.0,586.1100000000006
SYNTHETIC_ACCT_0002,2024-10-19,45571.58,140.58000000000175
SYNTHETIC_ACCT_0002,2024-10-20,,
SYNTHETIC_ACCT_0002,2024-10-21,46808.72,
SYNTHETIC_ACCT_0002,2024-10-22,47634.22,825.5
SYNTHETIC_ACCT_0002,2024-10-24,47742.79,108.56999999999971
SYNTHETIC_ACCT_0002,2024-10-25,47863.85,121.05999999999767
SYNTHETIC_ACCT_0002,2024-10-26,47682.36,-181.48999999999796
SYNTHETIC_ACCT_0002,2024-10-27,48367.65,685.2900000000009
SYNTHETIC_ACCT_0002,2024-10-28,49018.2,650.5499999999956
SYNTHETIC_ACCT_0002,2024-10-29,,
SYNTHETIC_ACCT_0002,2024-10-30,49395.81,
SYNTHETIC_ACCT_0002,2024-10-31,50270.05,874.2400000000052
SYNTHETIC_ACCT_0002,2024-11-01,50003.13,-266.92000000000553
SYNTHETIC_ACCT_0002,2024-11-02,50196.84,193.70999999999913
SYNTHETIC_ACCT_0002,2024-11-03,50949.5,752.6600000000035
SYNTHETIC_ACCT_0002,2024-11-05,51981.57,1032.0699999999997
SYNTHETIC_ACCT_0002,2024-11-07,52203.67,222.09999999999854
SYNTHETIC_ACCT_0002,2024-11-08,52596.46,392.7900000000009
SYNTHETIC_ACCT_0002,2024-11-09,,
SYNTHETIC_ACCT_0002,2024-11-10,53218.6,
SYNTHETIC_ACCT_0002,2024-11-11,53172.08,-46.5199999999968
SYNTHETIC_ACCT_0002,2024-11-12,,
SYNTHETIC_ACCT_0002,2024-11-13,54899.54,
SYNTHETIC_ACCT_0002,2024-11-14,55498.2,598.6599999999962
SYNTHETIC_ACCT_0002,2024-11-16,56667.5,1169.300000000003
SYNTHETIC_ACCT_0002,2024-11-17,,
SYNTHETIC_ACCT_0002,2024-11-18,57647.39,
SYNTHETIC_ACCT_0002,2024-11-19,,
SYNTHETIC_ACCT_0002,2024-11-20,57181.04,
SYNTHETIC_ACCT_0002,2024-11-21,57162.36,-18.68000000000029
SYNTHETIC_ACCT_0002,2024-11-22,57821.54,659.1800000000003
SYNTHETIC_ACCT_0002,2024-11-24,57385.56,-435.9800000000032
SYNTHETIC_ACCT_0002,2024-11-25,57097.9,-287.6599999999962
SYNTHETIC_ACCT_0002,2024-11-26,56854.81,-243.09000000000378
SYNTHETIC_ACCT_0002,2024-11-27,57020.28,165.47000000000116
SYNTHETIC_ACCT_0002,2024-11-29,57236.19,215.9100000000035
SYNTHETIC_ACCT_0002,2024-11-30,57660.66,424.47000000000116
SYNTHETIC_ACCT_0002,2024-12-01,57278.48,-382.1800000000003
