txn_id,account_id,account_status,is_flagged,transaction_classification
SYNTHETIC_TXN_000001,SYNTHETIC_ACCT_0042,CLOSED,False,inactive
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,ACTIVE,False,active-normal
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,ACTIVE,False,active-normal
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,ACTIVE,False,active-normal
SYNTHETIC_TXN_000002,SYNTHETIC_ACCT_0001,ACTIVE,False,active-normal
SYNTHETIC_TXN_000003,SYNTHETIC_ACCT_0052,ACTIVE,False,active-normal
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,ACTIVE,False,active-normal
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,ACTIVE,False,active-normal
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,ACTIVE,False,active-normal
SYNTHETIC_TXN_000004,SYNTHETIC_ACCT_0027,ACTIVE,False,active-normal
SYNTHETIC_TXN_000005,SYNTHETIC_ACCT_0045,ACTIVE,False,active-normal
SYNTHETIC_TXN_000006,SYNTHETIC_ACCT_0001,ACTIVE,False,active-normal
SYNTHETIC_TXN_000007,SYNTHETIC_ACCT_0054,ACTIVE,False,active-normal
SYNTHETIC_TXN_000008,SYNTHETIC_ACCT_0093,ACTIVE,False,active-normal
SYNTHETIC_TXN_000009,SYNTHETIC_ACCT_0027,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000009,SYNTHETIC_ACCT_0027,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000010,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000011,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000011,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000012,SYNTHETIC_ACCT_0034,ACTIVE,False,active-normal
SYNTHETIC_TXN_000013,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000014,SYNTHETIC_ACCT_0050,CLOSED,True,inactive
SYNTHETIC_TXN_000015,SYNTHETIC_ACCT_0001,ACTIVE,False,active-normal
SYNTHETIC_TXN_000016,SYNTHETIC_ACCT_0040,ACTIVE,False,active-normal
SYNTHETIC_TXN_000017,SYNTHETIC_ACCT_0071,ACTIVE,False,active-normal
SYNTHETIC_TXN_000018,SYNTHETIC_ACCT_0055,SUSPENDED,False,inactive
SYNTHETIC_TXN_000019,SYNTHETIC_ACCT_0075,ACTIVE,False,active-normal
SYNTHETIC_TXN_000020,SYNTHETIC_ACCT_0012,ACTIVE,False,active-normal
SYNTHETIC_TXN_000021,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000022,SYNTHETIC_ACCT_0052,ACTIVE,False,active-normal
SYNTHETIC_TXN_000023,SYNTHETIC_ACCT_0039,ACTIVE,False,active-normal
SYNTHETIC_TXN_000024,SYNTHETIC_ACCT_0019,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000025,SYNTHETIC_ACCT_0097,ACTIVE,False,active-normal
SYNTHETIC_TXN_000026,SYNTHETIC_ACCT_0075,ACTIVE,False,active-normal
SYNTHETIC_TXN_000027,SYNTHETIC_ACCT_0018,ACTIVE,False,active-normal
SYNTHETIC_TXN_000028,SYNTHETIC_ACCT_0081,CLOSED,False,inactive
SYNTHETIC_TXN_000029,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000029,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000030,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000031,SYNTHETIC_ACCT_0020,CLOSED,False,inactive
SYNTHETIC_TXN_000032,SYNTHETIC_ACCT_0051,ACTIVE,False,active-normal
SYNTHETIC_TXN_000032,SYNTHETIC_ACCT_0051,ACTIVE,False,active-normal
SYNTHETIC_TXN_000033,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000033,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000034,SYNTHETIC_ACCT_0017,ACTIVE,False,active-normal
SYNTHETIC_TXN_000035,SYNTHETIC_ACCT_0035,ACTIVE,False,active-normal
SYNTHETIC_TXN_000036,SYNTHETIC_ACCT_0067,ACTIVE,False,active-normal
SYNTHETIC_TXN_000037,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000038,SYNTHETIC_ACCT_0016,CLOSED,False,inactive
SYNTHETIC_TXN_000039,SYNTHETIC_ACCT_0054,ACTIVE,False,active-normal
SYNTHETIC_TXN_000040,SYNTHETIC_ACCT_0024,ACTIVE,False,active-normal
SYNTHETIC_TXN_000040,SYNTHETIC_ACCT_0024,ACTIVE,False,active-normal
SYNTHETIC_TXN_000041,SYNTHETIC_ACCT_0078,CLOSED,False,inactive
SYNTHETIC_TXN_000042,SYNTHETIC_ACCT_0061,ACTIVE,False,active-normal
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0058,ACTIVE,False,active-normal
SYNTHETIC_TXN_000043,SYNTHETIC_ACCT_0058,ACTIVE,False,active-normal
SYNTHETIC_TXN_000044,SYNTHETIC_ACCT_0079,ACTIVE,False,active-normal
SYNTHETIC_TXN_000045,SYNTHETIC_ACCT_0066,SUSPENDED,False,inactive
SYNTHETIC_TXN_000046,SYNTHETIC_ACCT_0075,ACTIVE,False,active-normal
SYNTHETIC_TXN_000047,SYNTHETIC_ACCT_0039,ACTIVE,False,active-normal
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0097,ACTIVE,False,active-normal
SYNTHETIC_TXN_000048,SYNTHETIC_ACCT_0097,ACTIVE,False,active-normal
SYNTHETIC_TXN_000049,SYNTHETIC_ACCT_0086,ACTIVE,False,active-normal
SYNTHETIC_TXN_000050,SYNTHETIC_ACCT_0023,ACTIVE,False,active-normal
SYNTHETIC_TXN_000051,SYNTHETIC_ACCT_0040,ACTIVE,False,active-normal
SYNTHETIC_TXN_000052,SYNTHETIC_ACCT_0077,ACTIVE,False,active-normal
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000053,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000054,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000055,SYNTHETIC_ACCT_0010,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000056,SYNTHETIC_ACCT_0012,ACTIVE,False,active-normal
SYNTHETIC_TXN_000057,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000058,SYNTHETIC_ACCT_0045,ACTIVE,False,active-normal
SYNTHETIC_TXN_000059,SYNTHETIC_ACCT_0045,ACTIVE,False,active-normal
SYNTHETIC_TXN_000060,SYNTHETIC_ACCT_0019,ACTIVE,False,active-normal
SYNTHETIC_TXN_000061,SYNTHETIC_ACCT_0099,ACTIVE,False,active-normal
SYNTHETIC_TXN_000062,SYNTHETIC_ACCT_0020,CLOSED,False,inactive
SYNTHETIC_TXN_000063,SYNTHETIC_ACCT_0007,ACTIVE,False,active-normal
SYNTHETIC_TXN_000064,SYNTHETIC_ACCT_0083,ACTIVE,False,active-normal
SYNTHETIC_TXN_000065,SYNTHETIC_ACCT_0042,CLOSED,False,inactive
SYNTHETIC_TXN_000066,SYNTHETIC_ACCT_0054,ACTIVE,False,active-normal
SYNTHETIC_TXN_000067,SYNTHETIC_ACCT_0055,SUSPENDED,False,inactive
SYNTHETIC_TXN_000068,SYNTHETIC_ACCT_0089,ACTIVE,False,active-normal
SYNTHETIC_TXN_000069,SYNTHETIC_ACCT_0051,ACTIVE,False,active-normal
SYNTHETIC_TXN_000070,SYNTHETIC_ACCT_0061,ACTIVE,False,active-normal
SYNTHETIC_TXN_000071,SYNTHETIC_ACCT_0047,CLOSED,False,inactive
SYNTHETIC_TXN_000072,SYNTHETIC_ACCT_0044,ACTIVE,False,active-normal
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000073,SYNTHETIC_ACCT_0026,ACTIVE,False,active-normal
SYNTHETIC_TXN_000074,SYNTHETIC_ACCT_0021,ACTIVE,False,active-normal
SYNTHETIC_TXN_000075,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000076,SYNTHETIC_ACCT_0075,ACTIVE,False,active-normal
SYNTHETIC_TXN_000077,SYNTHETIC_ACCT_0044,ACTIVE,False,active-normal
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,ACTIVE,False,active-normal
SYNTHETIC_TXN_000078,SYNTHETIC_ACCT_0074,ACTIVE,False,active-normal
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000079,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000080,SYNTHETIC_ACCT_0013,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000081,SYNTHETIC_ACCT_0028,ACTIVE,False,active-normal
SYNTHETIC_TXN_000082,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000083,SYNTHETIC_ACCT_0029,CLOSED,False,inactive
SYNTHETIC_TXN_000084,SYNTHETIC_ACCT_0048,ACTIVE,False,active-normal
SYNTHETIC_TXN_000085,SYNTHETIC_ACCT_0011,ACTIVE,False,active-normal
SYNTHETIC_TXN_000086,SYNTHETIC_ACCT_0080,ACTIVE,False,active-normal
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000087,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000088,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0058,ACTIVE,False,active-normal
SYNTHETIC_TXN_000089,SYNTHETIC_ACCT_0058,ACTIVE,False,active-normal
SYNTHETIC_TXN_000090,SYNTHETIC_ACCT_0086,ACTIVE,False,active-normal
SYNTHETIC_TXN_000091,SYNTHETIC_ACCT_0074,ACTIVE,False,active-normal
SYNTHETIC_TXN_000092,SYNTHETIC_ACCT_0032,ACTIVE,False,active-normal
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000093,SYNTHETIC_ACCT_0088,ACTIVE,False,active-normal
SYNTHETIC_TXN_000094,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000095,SYNTHETIC_ACCT_0073,ACTIVE,False,active-normal
SYNTHETIC_TXN_000096,SYNTHETIC_ACCT_0060,ACTIVE,False,active-normal
SYNTHETIC_TXN_000097,SYNTHETIC_ACCT_0011,ACTIVE,False,active-normal
SYNTHETIC_TXN_000098,SYNTHETIC_ACCT_0092,ACTIVE,False,active-normal
SYNTHETIC_TXN_000099,SYNTHETIC_ACCT_0029,CLOSED,False,inactive
SYNTHETIC_TXN_000100,SYNTHETIC_ACCT_0003,ACTIVE,False,active-normal
SYNTHETIC_TXN_000101,SYNTHETIC_ACCT_0062,CLOSED,False,inactive
SYNTHETIC_TXN_000102,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000103,SYNTHETIC_ACCT_0069,ACTIVE,False,active-normal
SYNTHETIC_TXN_000104,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000105,SYNTHETIC_ACCT_0042,CLOSED,False,inactive
SYNTHETIC_TXN_000106,SYNTHETIC_ACCT_0053,ACTIVE,False,active-normal
SYNTHETIC_TXN_000107,SYNTHETIC_ACCT_0073,ACTIVE,False,active-normal
SYNTHETIC_TXN_000108,SYNTHETIC_ACCT_0100,CLOSED,True,inactive
SYNTHETIC_TXN_000109,SYNTHETIC_ACCT_0056,ACTIVE,False,active-normal
SYNTHETIC_TXN_000110,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000111,SYNTHETIC_ACCT_0090,ACTIVE,False,active-normal
SYNTHETIC_TXN_000112,SYNTHETIC_ACCT_0097,ACTIVE,False,active-normal
SYNTHETIC_TXN_000113,SYNTHETIC_ACCT_0084,ACTIVE,False,active-normal
SYNTHETIC_TXN_000114,SYNTHETIC_ACCT_0066,SUSPENDED,False,inactive
SYNTHETIC_TXN_000115,SYNTHETIC_ACCT_0025,ACTIVE,False,active-normal
SYNTHETIC_TXN_000116,SYNTHETIC_ACCT_0064,ACTIVE,False,active-normal
SYNTHETIC_TXN_000117,SYNTHETIC_ACCT_0046,ACTIVE,False,active-normal
SYNTHETIC_TXN_000118,SYNTHETIC_ACCT_0025,ACTIVE,False,active-normal
SYNTHETIC_TXN_000119,SYNTHETIC_ACCT_0072,CLOSED,False,inactive
SYNTHETIC_TXN_000120,SYNTHETIC_ACCT_0063,ACTIVE,False,active-normal
SYNTHETIC_TXN_000121,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000122,SYNTHETIC_ACCT_0086,ACTIVE,False,active-normal
SYNTHETIC_TXN_000123,SYNTHETIC_ACCT_0023,ACTIVE,True,active-high-risk
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0071,ACTIVE,False,active-normal
SYNTHETIC_TXN_000124,SYNTHETIC_ACCT_0071,ACTIVE,False,active-normal
SYNTHETIC_TXN_000125,SYNTHETIC_ACCT_0042,CLOSED,False,inactive
SYNTHETIC_TXN_000126,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000127,SYNTHETIC_ACCT_0009,ACTIVE,False,active-normal
SYNTHETIC_TXN_000128,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000129,SYNTHETIC_ACCT_0077,ACTIVE,False,active-normal
SYNTHETIC_TXN_000130,SYNTHETIC_ACCT_0099,ACTIVE,False,active-normal
SYNTHETIC_TXN_000131,SYNTHETIC_ACCT_0010,ACTIVE,False,active-normal
SYNTHETIC_TXN_000132,SYNTHETIC_ACCT_0066,SUSPENDED,False,inactive
SYNTHETIC_TXN_000133,SYNTHETIC_ACCT_0010,ACTIVE,False,active-normal
SYNTHETIC_TXN_000134,SYNTHETIC_ACCT_0043,ACTIVE,False,active-normal
SYNTHETIC_TXN_000135,SYNTHETIC_ACCT_0018,ACTIVE,False,active-normal
SYNTHETIC_TXN_000136,SYNTHETIC_ACCT_0079,ACTIVE,False,active-normal
SYNTHETIC_TXN_000137,SYNTHETIC_ACCT_0100,CLOSED,False,inactive
SYNTHETIC_TXN_000138,SYNTHETIC_ACCT_0007,ACTIVE,False,active-normal
SYNTHETIC_TXN_000139,SYNTHETIC_ACCT_0002,ACTIVE,False,active-normal
SYNTHETIC_TXN_000140,SYNTHETIC_ACCT_0080,ACTIVE,False,active-normal
SYNTHETIC_TXN_000141,SYNTHETIC_ACCT_0021,ACTIVE,False,active-normal
SYNTHETIC_TXN_000142,SYNTHETIC_ACCT_0058,ACTIVE,False,active-normal
SYNTHETIC_TXN_000143,SYNTHETIC_ACCT_0093,ACTIVE,False,active-normal
SYNTHETIC_TXN_000144,SYNTHETIC_ACCT_0020,CLOSED,False,inactive
SYNTHETIC_TXN_000145,SYNTHETIC_ACCT_0069,ACTIVE,False,active-normal
SYNTHETIC_TXN_000146,SYNTHETIC_ACCT_0079,ACTIVE,False,active-normal
SYNTHETIC_TXN_000147,SYNTHETIC_ACCT_0073,ACTIVE,False,active-normal
SYNTHETIC_TXN_000148,SYNTHETIC_ACCT_0036,ACTIVE,False,active-normal
SYNTHETIC_TXN_000149,SYNTHETIC_ACCT_0031,CLOSED,False,inactive
SYNTHETIC_TXN_000150,SYNTHETIC_ACCT_0061,ACTIVE,False,active-normal
SYNTHETIC_TXN_000151,SYNTHETIC_ACCT_0061,ACTIVE,False,active-normal
SYNTHETIC_TXN_000152,SYNTHETIC_ACCT_0098,CLOSED,False,inactive
SYNTHETIC_TXN_000153,SYNTHETIC_ACCT_0013,ACTIVE,False,active-normal
SYNTHETIC_TXN_000154,SYNTHETIC_ACCT_0021,ACTIVE,False,active-normal
