account_id,first_closing_balance,last_closing_balance
SYNTHETIC_ACCT_0001,10713.5,10713.5
SYNTHETIC_ACCT_0001,10713.5,11221.72
SYNTHETIC_ACCT_0001,10713.5,11592.17
SYNTHETIC_ACCT_0001,10713.5,12539.73
SYNTHETIC_ACCT_0001,10713.5,12772.14
SYNTHETIC_ACCT_0001,10713.5,13164.99
SYNTHETIC_ACCT_0001,10713.5,13237.31
SYNTHETIC_ACCT_0001,10713.5,13259.21
SYNTHETIC_ACCT_0001,10713.5,14063.89
SYNTHETIC_ACCT_0001,10713.5,14956.87
SYNTHETIC_ACCT_0001,10713.5,15693.99
SYNTHETIC_ACCT_0001,10713.5,15698.24
SYNTHETIC_ACCT_0001,10713.5,15860.86
SYNTHETIC_ACCT_0001,10713.5,16918.45
SYNTHETIC_ACCT_0001,10713.5,17450.24
SYNTHETIC_ACCT_0001,10713.5,17650.03
SYNTHETIC_ACCT_0001,10713.5,17811.9
SYNTHETIC_ACCT_0001,10713.5,17844.33
SYNTHETIC_ACCT_0001,10713.5,17894.87
SYNTHETIC_ACCT_0001,10713.5,17904.98
SYNTHETIC_ACCT_0001,10713.5,18084.59
SYNTHETIC_ACCT_0001,10713.5,18149.5
SYNTHETIC_ACCT_0001,10713.5,18357.68
SYNTHETIC_ACCT_0001,10713.5,18518.38
SYNTHETIC_ACCT_0001,10713.5,18771.07
SYNTHETIC_ACCT_0001,10713.5,18966.14
SYNTHETIC_ACCT_0001,10713.5,19056.24
SYNTHETIC_ACCT_0001,10713.5,19089.31
SYNTHETIC_ACCT_0001,10713.5,19406.51
SYNTHETIC_ACCT_0001,10713.5,19626.88
SYNTHETIC_ACCT_0001,10713.5,20762.4
SYNTHETIC_ACCT_0001,10713.5,21785.97
SYNTHETIC_ACCT_0001,10713.5,21959.72
SYNTHETIC_ACCT_0001,10713.5,22056.85
SYNTHETIC_ACCT_0001,10713.5,22271.75
SYNTHETIC_ACCT_0001,10713.5,22804.55
SYNTHETIC_ACCT_0001,10713.5,24673.75
SYNTHETIC_ACCT_0001,10713.5,24904.73
SYNTHETIC_ACCT_0001,10713.5,25053.12
SYNTHETIC_ACCT_0001,10713.5,25098.1
SYNTHETIC_ACCT_0001,10713.5,25098.11
SYNTHETIC_ACCT_0001,10713.5,25159.05
SYNTHETIC_ACCT_0001,10713.5,25550.61
SYNTHETIC_ACCT_0001,10713.5,25792.88
SYNTHETIC_ACCT_0001,10713.5,25953.0
SYNTHETIC_ACCT_0001,10713.5,27230.23
SYNTHETIC_ACCT_0001,10713.5,28061.61
SYNTHETIC_ACCT_0001,10713.5,28664.61
SYNTHETIC_ACCT_0001,10713.5,29573.32
SYNTHETIC_ACCT_0001,10713.5,30386.99
SYNTHETIC_ACCT_0001,10713.5,30572.34
SYNTHETIC_ACCT_0001,10713.5,30850.39
SYNTHETIC_ACCT_0001,10713.5,30868.26
SYNTHETIC_ACCT_0001,10713.5,30931.49
SYNTHETIC_ACCT_0001,10713.5,31060.28
SYNTHETIC_ACCT_0001,10713.5,31595.21
SYNTHETIC_ACCT_0001,10713.5,33986.06
SYNTHETIC_ACCT_0001,10713.5,34271.79
SYNTHETIC_ACCT_0001,10713.5,34349.27
SYNTHETIC_ACCT_0001,10713.5,34689.9
SYNTHETIC_ACCT_0001,10713.5,35085.48
SYNTHETIC_ACCT_0001,10713.5,35148.02
SYNTHETIC_ACCT_0001,10713.5,35214.85
SYNTHETIC_ACCT_0001,10713.5,35342.29
SYNTHETIC_ACCT_0001,10713.5,
SYNTHETIC_ACCT_0002,42911.11,42020.77
SYNTHETIC_ACCT_0002,42911.11,42447.39
SYNTHETIC_ACCT_0002,42911.11,42530.22
SYNTHETIC_ACCT_0002,42911.11,42677.09
SYNTHETIC_ACCT_0002,42911.11,42911.11
SYNTHETIC_ACCT_0002,42911.11,43035.51
SYNTHETIC_ACCT_0002,42911.11,44435.53
SYNTHETIC_ACCT_0002,42911.11,44844.89
SYNTHETIC_ACCT_0002,42911.11,45431.0
SYNTHETIC_ACCT_0002,42911.11,45571.58
SYNTHETIC_ACCT_0002,42911.11,46808.72
SYNTHETIC_ACCT_0002,42911.11,47634.22
SYNTHETIC_ACCT_0002,42911.11,47682.36
SYNTHETIC_ACCT_0002,42911.11,47742.79
SYNTHETIC_ACCT_0002,42911.11,47863.85
SYNTHETIC_ACCT_0002,42911.11,48367.65
SYNTHETIC_ACCT_0002,42911.11,49018.2
SYNTHETIC_ACCT_0002,42911.11,49395.81
SYNTHETIC_ACCT_0002,42911.11,50003.13
SYNTHETIC_ACCT_0002,42911.11,50196.84
SYNTHETIC_ACCT_0002,42911.11,50270.05
SYNTHETIC_ACCT_0002,42911.11,50949.5
SYNTHETIC_ACCT_0002,42911.11,51981.57
SYNTHETIC_ACCT_0002,42911.11,52203.67
SYNTHETIC_ACCT_0002,42911.11,52596.46
SYNTHETIC_ACCT_0002,42911.11,53172.08
SYNTHETIC_ACCT_0002,42911.11,53218.6
SYNTHETIC_ACCT_0002,42911.11,54899.54
SYNTHETIC_ACCT_0002,42911.11,55498.2
SYNTHETIC_ACCT_0002,42911.11,56573.97
SYNTHETIC_ACCT_0002,42911.11,56622.06
SYNTHETIC_ACCT_0002,42911.11,56667.5
SYNTHETIC_ACCT_0002,42911.11,56854.81
SYNTHETIC_ACCT_0002,42911.11,56919.57
SYNTHETIC_ACCT_0002,42911.11,56976.17
SYNTHETIC_ACCT_0002,42911.11,56996.18
SYNTHETIC_ACCT_0002,42911.11,57009.41
SYNTHETIC_ACCT_0002,42911.11,57020.28
SYNTHETIC_ACCT_0002,42911.11,57097.9
SYNTHETIC_ACCT_0002,42911.11,57162.36
SYNTHETIC_ACCT_0002,42911.11,57181.04
SYNTHETIC_ACCT_0002,42911.11,57236.19
SYNTHETIC_ACCT_0002,42911.11,57278.48
SYNTHETIC_ACCT_0002,42911.11,57385.56
SYNTHETIC_ACCT_0002,42911.11,57398.13
SYNTHETIC_ACCT_0002,42911.11,57468.81
SYNTHETIC_ACCT_0002,42911.11,57647.39
SYNTHETIC_ACCT_0002,42911.11,57660.66
SYNTHETIC_ACCT_0002,42911.11,57819.63
SYNTHETIC_ACCT_0002,42911.11,57821.54
SYNTHETIC_ACCT_0002,42911.11,59005.71
SYNTHETIC_ACCT_0002,42911.11,59068.67
SYNTHETIC_ACCT_0002,42911.11,59722.37
SYNTHETIC_ACCT_0002,42911.11,60437.13
SYNTHETIC_ACCT_0002,42911.11,60542.5
SYNTHETIC_ACCT_0002,42911.11,60734.01
SYNTHETIC_ACCT_0002,42911.11,61420.25
SYNTHETIC_ACCT_0002,42911.11,62405.68
SYNTHETIC_ACCT_0002,42911.11,62511.98
SYNTHETIC_ACCT_0002,42911.11,63947.58
SYNTHETIC_ACCT_0002,42911.11,64094.72
SYNTHETIC_ACCT_0002,42911.11,64515.24
SYNTHETIC_ACCT_0002,42911.11,
SYNTHETIC_ACCT_0003,42206.81,42206.81
SYNTHETIC_ACCT_0003,42206.81,42858.48
SYNTHETIC_ACCT_0003,42206.81,43753.95
SYNTHETIC_ACCT_0003,42206.81,44082.03
SYNTHETIC_ACCT_0003,42206.81,44507.59
SYNTHETIC_ACCT_0003,42206.81,44787.38
SYNTHETIC_ACCT_0003,42206.81,44837.84
SYNTHETIC_ACCT_0003,42206.81,45102.87
SYNTHETIC_ACCT_0003,42206.81,45168.12
SYNTHETIC_ACCT_0003,42206.81,45273.39
SYNTHETIC_ACCT_0003,42206.81,45337.22
SYNTHETIC_ACCT_0003,42206.81,45454.44
SYNTHETIC_ACCT_0003,42206.81,45585.96
SYNTHETIC_ACCT_0003,42206.81,45694.23
SYNTHETIC_ACCT_0003,42206.81,46294.89
SYNTHETIC_ACCT_0003,42206.81,46397.27
SYNTHETIC_ACCT_0003,42206.81,47008.23
SYNTHETIC_ACCT_0003,42206.81,47009.41
SYNTHETIC_ACCT_0003,42206.81,47725.52
SYNTHETIC_ACCT_0003,42206.81,48701.63
SYNTHETIC_ACCT_0003,42206.81,49314.97
SYNTHETIC_ACCT_0003,42206.81,49458.05
SYNTHETIC_ACCT_0003,42206.81,49816.46
SYNTHETIC_ACCT_0003,42206.81,50170.41
SYNTHETIC_ACCT_0003,42206.81,50232.19
SYNTHETIC_ACCT_0003,42206.81,50324.48
SYNTHETIC_ACCT_0003,42206.81,50379.68
SYNTHETIC_ACCT_0003,42206.81,50495.34
SYNTHETIC_ACCT_0003,42206.81,50529.19
SYNTHETIC_ACCT_0003,42206.81,50586.2
SYNTHETIC_ACCT_0003,42206.81,50815.3
SYNTHETIC_ACCT_0003,42206.81,50881.47
SYNTHETIC_ACCT_0003,42206.81,50935.3
SYNTHETIC_ACCT_0003,42206.81,50956.62
SYNTHETIC_ACCT_0003,42206.81,50980.23
SYNTHETIC_ACCT_0003,42206.81,50995.47
SYNTHETIC_ACCT_0003,42206.81,51138.01
SYNTHETIC_ACCT_0003,42206.81,51448.96
SYNTHETIC_ACCT_0003,42206.81,51923.49
SYNTHETIC_ACCT_0003,42206.81,52768.26
SYNTHETIC_ACCT_0003,42206.81,53265.17
SYNTHETIC_ACCT_0003,42206.81,53627.13
SYNTHETIC_ACCT_0003,42206.81,53836.34
SYNTHETIC_ACCT_0003,42206.81,53844.34
SYNTHETIC_ACCT_0003,42206.81,53995.09
SYNTHETIC_ACCT_0003,42206.81,54229.1
SYNTHETIC_ACCT_0003,42206.81,54267.5
SYNTHETIC_ACCT_0003,42206.81,54359.09
SYNTHETIC_ACCT_0003,42206.81,54409.77
SYNTHETIC_ACCT_0003,42206.81,54699.86
SYNTHETIC_ACCT_0003,42206.81,54756.86
SYNTHETIC_ACCT_0003,42206.81,56085.03
SYNTHETIC_ACCT_0003,42206.81,56361.6
SYNTHETIC_ACCT_0003,42206.81,56561.46
SYNTHETIC_ACCT_0003,42206.81,56705.91
SYNTHETIC_ACCT_0003,42206.81,56890.19
SYNTHETIC_ACCT_0003,42206.81,57236.87
SYNTHETIC_ACCT_0003,42206.81,57254.49
SYNTHETIC_ACCT_0003,42206.81,57268.14
SYNTHETIC_ACCT_0003,42206.81,58262.83
SYNTHETIC_ACCT_0003,42206.81,59107.4
SYNTHETIC_ACCT_0003,42206.81,59520.06
SYNTHETIC_ACCT_0003,42206.81,59644.39
SYNTHETIC_ACCT_0003,42206.81,
SYNTHETIC_ACCT_0004,10767.75,10767.75
SYNTHETIC_ACCT_0004,10767.75,12603.32
SYNTHETIC_ACCT_0004,10767.75,12779.27
SYNTHETIC_ACCT_0004,10767.75,12864.63
SYNTHETIC_ACCT_0004,10767.75,13025.54
