account_id,first_closing_balance,last_closing_balance
SYNTHETIC_ACCT_0001,3427.8,3242.35
SYNTHETIC_ACCT_0001,3427.8,3427.8
SYNTHETIC_ACCT_0001,3427.8,3593.76
SYNTHETIC_ACCT_0001,3427.8,4039.58
SYNTHETIC_ACCT_0001,3427.8,4083.24
SYNTHETIC_ACCT_0001,3427.8,4964.21
SYNTHETIC_ACCT_0001,3427.8,5112.2
SYNTHETIC_ACCT_0001,3427.8,5299.53
SYNTHETIC_ACCT_0001,3427.8,5443.2
SYNTHETIC_ACCT_0001,3427.8,5726.07
SYNTHETIC_ACCT_0001,3427.8,5854.29
SYNTHETIC_ACCT_0001,3427.8,6091.54
SYNTHETIC_ACCT_0001,3427.8,6135.21
SYNTHETIC_ACCT_0001,3427.8,6302.31
SYNTHETIC_ACCT_0001,3427.8,6937.36
SYNTHETIC_ACCT_0001,3427.8,7495.79
SYNTHETIC_ACCT_0001,3427.8,7752.83
SYNTHETIC_ACCT_0001,3427.8,8474.63
SYNTHETIC_ACCT_0001,3427.8,8496.07
SYNTHETIC_ACCT_0001,3427.8,9069.65
SYNTHETIC_ACCT_0001,3427.8,9204.41
SYNTHETIC_ACCT_0001,3427.8,9417.44
SYNTHETIC_ACCT_0001,3427.8,9592.86
SYNTHETIC_ACCT_0001,3427.8,9708.69
SYNTHETIC_ACCT_0001,3427.8,9762.33
SYNTHETIC_ACCT_0001,3427.8,9928.84
SYNTHETIC_ACCT_0001,3427.8,10359.43
SYNTHETIC_ACCT_0001,3427.8,10393.76
SYNTHETIC_ACCT_0001,3427.8,11177.66
SYNTHETIC_ACCT_0001,3427.8,11343.58
SYNTHETIC_ACCT_0001,3427.8,11821.09
SYNTHETIC_ACCT_0001,3427.8,12114.89
SYNTHETIC_ACCT_0001,3427.8,12589.19
SYNTHETIC_ACCT_0001,3427.8,13229.25
SYNTHETIC_ACCT_0001,3427.8,13368.3
SYNTHETIC_ACCT_0001,3427.8,13429.89
SYNTHETIC_ACCT_0001,3427.8,13469.59
SYNTHETIC_ACCT_0001,3427.8,13507.92
SYNTHETIC_ACCT_0001,3427.8,13707.34
SYNTHETIC_ACCT_0001,3427.8,13842.66
SYNTHETIC_ACCT_0001,3427.8,14291.31
SYNTHETIC_ACCT_0001,3427.8,14428.0
SYNTHETIC_ACCT_0001,3427.8,14854.59
SYNTHETIC_ACCT_0001,3427.8,15303.05
SYNTHETIC_ACCT_0001,3427.8,15333.52
SYNTHETIC_ACCT_0001,3427.8,15505.83
SYNTHETIC_ACCT_0001,3427.8,16073.33
SYNTHETIC_ACCT_0001,3427.8,16310.04
SYNTHETIC_ACCT_0001,3427.8,17263.16
SYNTHETIC_ACCT_0001,3427.8,18148.48
SYNTHETIC_ACCT_0001,3427.8,18243.79
SYNTHETIC_ACCT_0001,3427.8,19174.11
SYNTHETIC_ACCT_0001,3427.8,20077.22
SYNTHETIC_ACCT_0001,3427.8,20437.81
SYNTHETIC_ACCT_0001,3427.8,20533.2
SYNTHETIC_ACCT_0001,3427.8,20612.01
SYNTHETIC_ACCT_0001,3427.8,20680.26
SYNTHETIC_ACCT_0001,3427.8,20874.35
SYNTHETIC_ACCT_0001,3427.8,20878.51
SYNTHETIC_ACCT_0001,3427.8,20902.97
SYNTHETIC_ACCT_0001,3427.8,20907.23
SYNTHETIC_ACCT_0001,3427.8,21025.52
SYNTHETIC_ACCT_0001,3427.8,21027.59
SYNTHETIC_ACCT_0001,3427.8,21583.89
SYNTHETIC_ACCT_0001,3427.8,21603.3
SYNTHETIC_ACCT_0001,3427.8,21682.7
SYNTHETIC_ACCT_0001,3427.8,21809.64
SYNTHETIC_ACCT_0001,3427.8,21842.33
SYNTHETIC_ACCT_0001,3427.8,21914.98
SYNTHETIC_ACCT_0001,3427.8,22012.13
SYNTHETIC_ACCT_0001,3427.8,22066.56
SYNTHETIC_ACCT_0001,3427.8,22099.07
SYNTHETIC_ACCT_0001,3427.8,22304.17
SYNTHETIC_ACCT_0001,3427.8,22416.02
SYNTHETIC_ACCT_0001,3427.8,22467.84
SYNTHETIC_ACCT_0001,3427.8,23252.61
SYNTHETIC_ACCT_0001,3427.8,23749.96
SYNTHETIC_ACCT_0001,3427.8,23875.88
SYNTHETIC_ACCT_0001,3427.8,24602.35
SYNTHETIC_ACCT_0001,3427.8,25176.26
SYNTHETIC_ACCT_0001,3427.8,25933.35
SYNTHETIC_ACCT_0001,3427.8,26540.34
SYNTHETIC_ACCT_0001,3427.8,26766.1
SYNTHETIC_ACCT_0001,3427.8,26938.66
SYNTHETIC_ACCT_0001,3427.8,27072.21
SYNTHETIC_ACCT_0001,3427.8,27113.06
SYNTHETIC_ACCT_0001,3427.8,27586.97
SYNTHETIC_ACCT_0001,3427.8,27874.33
SYNTHETIC_ACCT_0001,3427.8,28320.96
SYNTHETIC_ACCT_0001,3427.8,28759.36
SYNTHETIC_ACCT_0002,28329.08,28082.92
SYNTHETIC_ACCT_0002,28329.08,28329.08
SYNTHETIC_ACCT_0002,28329.08,28622.97
SYNTHETIC_ACCT_0002,28329.08,28757.71
SYNTHETIC_ACCT_0002,28329.08,28904.94
SYNTHETIC_ACCT_0002,28329.08,29158.28
SYNTHETIC_ACCT_0002,28329.08,29333.76
SYNTHETIC_ACCT_0002,28329.08,29441.02
SYNTHETIC_ACCT_0002,28329.08,29846.07
SYNTHETIC_ACCT_0002,28329.08,29916.19
SYNTHETIC_ACCT_0002,28329.08,30126.65
SYNTHETIC_ACCT_0002,28329.08,30299.76
SYNTHETIC_ACCT_0002,28329.08,30684.21
SYNTHETIC_ACCT_0002,28329.08,31546.63
SYNTHETIC_ACCT_0002,28329.08,31659.4
SYNTHETIC_ACCT_0002,28329.08,32519.09
SYNTHETIC_ACCT_0002,28329.08,32950.69
SYNTHETIC_ACCT_0002,28329.08,32951.74
SYNTHETIC_ACCT_0002,28329.08,32996.99
SYNTHETIC_ACCT_0002,28329.08,33042.42
SYNTHETIC_ACCT_0002,28329.08,33369.22
SYNTHETIC_ACCT_0002,28329.08,33417.32
SYNTHETIC_ACCT_0002,28329.08,33491.86
SYNTHETIC_ACCT_0002,28329.08,34172.82
SYNTHETIC_ACCT_0002,28329.08,35011.84
SYNTHETIC_ACCT_0002,28329.08,35823.73
SYNTHETIC_ACCT_0002,28329.08,36379.18
SYNTHETIC_ACCT_0002,28329.08,36414.75
SYNTHETIC_ACCT_0002,28329.08,36521.92
SYNTHETIC_ACCT_0002,28329.08,37342.5
SYNTHETIC_ACCT_0002,28329.08,37856.37
SYNTHETIC_ACCT_0002,28329.08,38127.38
SYNTHETIC_ACCT_0002,28329.08,38407.35
SYNTHETIC_ACCT_0002,28329.08,38608.64
SYNTHETIC_ACCT_0002,28329.08,38908.46
SYNTHETIC_ACCT_0002,28329.08,39314.42
SYNTHETIC_ACCT_0002,28329.08,39493.76
SYNTHETIC_ACCT_0002,28329.08,39801.93
SYNTHETIC_ACCT_0002,28329.08,39906.31
SYNTHETIC_ACCT_0002,28329.08,40299.53
SYNTHETIC_ACCT_0002,28329.08,41070.04
SYNTHETIC_ACCT_0002,28329.08,41732.84
SYNTHETIC_ACCT_0002,28329.08,41935.92
SYNTHETIC_ACCT_0002,28329.08,42025.89
SYNTHETIC_ACCT_0002,28329.08,42073.2
SYNTHETIC_ACCT_0002,28329.08,42096.5
SYNTHETIC_ACCT_0002,28329.08,42138.08
SYNTHETIC_ACCT_0002,28329.08,42181.42
SYNTHETIC_ACCT_0002,28329.08,42194.37
SYNTHETIC_ACCT_0002,28329.08,42260.24
SYNTHETIC_ACCT_0002,28329.08,42394.54
SYNTHETIC_ACCT_0002,28329.08,42426.25
SYNTHETIC_ACCT_0002,28329.08,42458.98
SYNTHETIC_ACCT_0002,28329.08,42757.29
SYNTHETIC_ACCT_0002,28329.08,43090.34
SYNTHETIC_ACCT_0002,28329.08,43746.95
SYNTHETIC_ACCT_0002,28329.08,43761.67
SYNTHETIC_ACCT_0002,28329.08,44650.84
SYNTHETIC_ACCT_0002,28329.08,45146.83
SYNTHETIC_ACCT_0002,28329.08,45402.8
SYNTHETIC_ACCT_0002,28329.08,45580.38
SYNTHETIC_ACCT_0002,28329.08,45764.3
SYNTHETIC_ACCT_0002,28329.08,45829.71
SYNTHETIC_ACCT_0002,28329.08,46101.27
SYNTHETIC_ACCT_0002,28329.08,46525.94
SYNTHETIC_ACCT_0002,28329.08,46818.51
